,location,total_sqft,bath,price,BHK,loaction
440,other,1630.0,3.0,85.0,3,RMV Extension
441,Sarjapur  Road,1249.0,3.0,44.71,3,Sarjapur  Road
442,Kalena Agrahara,1450.0,2.0,85.0,3,Kalena Agrahara
443,other,834.0,1.0,60.0,1,Ashwini layout
444,Gottigere,891.0,2.0,25.0,2,Gottigere
445,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2,Raja Rajeshwari Nagar
446,Bisuvanahalli,1075.0,2.0,37.0,3,Bisuvanahalli
447,Vidyaranyapura,1200.0,2.0,55.0,2,Vidyaranyapura
448,Thanisandra,1075.0,2.0,45.8,2,Thanisandra
449,Kaggadasapura,1140.0,2.0,40.0,2,Kaggadasapura
450,Raja Rajeshwari Nagar,1090.0,2.0,42.0,2,Raja Rajeshwari Nagar
451,R.T. Nagar,1500.0,4.0,70.0,4,R.T. Nagar
452,Whitefield,1790.0,3.0,100.0,3,Whitefield
453,Hebbal,1920.0,3.0,134.0,3,Hebbal
454,HRBR Layout,1374.0,2.0,95.0,2,HRBR Layout
455,Bannerghatta Road,1445.0,3.0,95.0,3,Bannerghatta Road
456,Kanakapura,711.0,1.0,36.0,1,Kanakapura
457,Tumkur Road,1500.0,3.0,95.0,3,Tumkur Road
458,Whitefield,1720.0,3.0,100.0,3,Whitefield
459,Vasanthapura,1400.0,3.0,60.0,3,Vasanthapura
460,Kundalahalli,1030.0,2.0,49.0,2,Kundalahalli
461,Mysore Road,1200.0,2.0,85.0,2,Mysore Road
462,other,1375.0,3.0,70.0,3,Hosahalli
463,Hegde Nagar,1050.0,1.0,56.0,2,Hegde Nagar
464,Bellandur,1000.0,2.0,50.0,2,Bellandur
465,other,469.0,1.0,25.0,1,Jalahalli West
466,Kambipura,883.0,2.0,29.0,2,Kambipura
467,GM Palaya,1820.0,2.0,86.0,3,GM Palaya
468,Singasandra,1440.0,2.0,65.0,3,Singasandra
469,Mahadevpura,1225.0,2.0,48.0,2,Mahadevpura
470,Chikkalasandra,875.0,2.0,52.8,2,Chikkalasandra
471,Jalahalli East,750.0,1.0,40.0,1,Jalahalli East
472,6th Phase JP Nagar,1180.0,2.0,80.0,2,6th Phase JP Nagar
473,Haralur Road,1194.0,2.0,47.0,2,Haralur Road
474,Hennur Road,1500.0,2.0,62.0,3,Hennur Road
475,other,1160.0,2.0,52.2,2,Poornapragna Housing Society Layout
476,Sarjapur,1128.0,2.0,60.0,2,Sarjapur
477,other,1220.0,2.0,35.23,3,Huskur
478,Sarjapur  Road,1210.0,2.0,58.0,2,Sarjapur  Road
479,Kanakpura Road,1100.0,2.0,58.0,3,Kanakpura Road
480,Bommasandra,1200.0,3.0,46.0,3,Bommasandra
481,other,1641.0,3.0,66.0,3,Nagondanahalli
482,Horamavu Agara,1200.0,2.0,45.0,2,Horamavu Agara
483,Raja Rajeshwari Nagar,1260.0,2.0,67.39,2,Raja Rajeshwari Nagar
484,Mahadevpura,1720.0,3.0,78.0,3,Mahadevpura
485,Yelahanka,1132.5,2.0,48.13,2,Yelahanka
486,Yelahanka,1210.0,2.0,45.98,2,Yelahanka
487,Bisuvanahalli,1075.0,2.0,45.0,3,Bisuvanahalli
488,Thanisandra,1702.0,3.0,130.0,3,Thanisandra
489,Raja Rajeshwari Nagar,1141.0,2.0,38.55,2,Raja Rajeshwari Nagar
490,other,1200.0,2.0,70.0,3,Herohalli
491,other,1350.0,3.0,77.0,3,Teachers Colony
492,other,1180.0,2.0,78.34,3,Srinivasa Nagar
493,other,600.0,1.0,50.0,1,Sulthangunta
494,Bannerghatta Road,1640.0,2.0,120.0,3,Bannerghatta Road
495,Kodichikkanahalli,1190.0,2.0,57.0,3,Kodichikkanahalli
496,Marathahalli,1019.0,2.0,49.85,2,Marathahalli
497,Akshaya Nagar,1250.0,3.0,40.0,3,Akshaya Nagar
498,Whitefield,1140.0,2.0,56.0,2,Whitefield
499,Lingadheeranahalli,1683.0,3.0,109.0,3,Lingadheeranahalli
500,Kaggadasapura,1515.0,3.0,83.3,3,Kaggadasapura
501,Bannerghatta Road,1380.0,3.0,58.0,4,Bannerghatta Road
502,Varthur Road,1083.0,2.0,61.75,2,Varthur Road
503,other,1240.0,2.0,60.0,2,Prakruthi Nagar
504,other,1750.0,3.0,120.0,3,Surabhi Layout
505,other,1230.0,2.0,43.48,2,Sadaramangala
506,Abbigere,985.0,2.0,40.39,2,Abbigere
507,Tindlu,1500.0,2.0,87.0,3,Tindlu
508,Electronic City,1125.0,2.0,32.49,2,Electronic City
509,other,950.0,2.0,44.0,2,Maruthi Sevanagar
510,Kothanur,1580.0,3.0,76.0,3,Kothanur
511,Electronic City Phase II,1090.0,2.0,28.34,2,Electronic City Phase II
512,Dommasandra,1033.0,2.0,25.53,3,Dommasandra
513,Kammasandra,810.0,2.0,24.5,2,Kammasandra
514,other,1045.0,2.0,45.0,2,Green Garden Layout
515,Hebbal,1337.0,2.0,82.0,2,Hebbal
516,Chandapura,1200.0,2.0,32.0,2,Chandapura
517,Begur Road,1500.0,2.0,54.0,3,Begur Road
518,other,1570.0,3.0,62.0,3,Silver Springs Layout
519,Gubbalala,1470.0,2.0,82.0,3,Gubbalala
520,Kengeri,1160.0,2.0,40.61,2,Kengeri
521,7th Phase JP Nagar,1050.0,2.0,71.0,2,7th Phase JP Nagar
522,Bannerghatta Road,1460.0,2.0,90.0,3,Bannerghatta Road
523,Hulimavu,1823.0,3.0,100.0,3,Hulimavu
524,Electronic City,1094.0,2.0,42.0,2,Electronic City
525,Budigere,1153.0,2.0,57.0,2,Budigere
526,other,1325.0,3.0,57.0,3,Hoysalanagar
527,Parappana Agrahara,1200.0,3.0,85.0,4,Parappana Agrahara
528,Jakkur,1590.0,2.0,125.0,3,Jakkur
529,other,1202.0,2.0,48.0,2,Narayana Nagar 1st Block
530,Haralur Road,1202.0,2.0,53.0,2,Haralur Road
531,other,1200.0,2.0,62.5,2,KSRTC Layout
532,Panathur,1688.0,3.0,118.0,3,Panathur
533,Kaval Byrasandra,1020.0,2.0,52.0,2,Kaval Byrasandra
534,Sarjapur,1185.0,2.0,47.0,2,Sarjapur
535,Ramagondanahalli,1235.0,2.0,52.04,2,Ramagondanahalli
536,Banashankari,1077.0,2.0,37.64,2,Banashankari
537,Kengeri Satellite Town,1415.0,2.0,66.0,3,Kengeri Satellite Town
538,Whitefield,805.0,2.0,35.0,2,Whitefield
539,other,425.0,1.0,20.03,1,P&T Colony
540,Whitefield,1155.0,2.0,59.95,2,Whitefield
541,Anekal,656.0,2.0,22.0,2,Anekal
542,other,1100.0,2.0,48.0,2,New Gurappana Palya
543,Mahadevpura,1150.0,2.0,52.0,2,Mahadevpura
544,Hegde Nagar,1341.0,2.0,97.0,2,Hegde Nagar
545,Jakkur,1279.0,2.0,77.0,2,Jakkur
546,Thanisandra,1185.0,2.0,43.51,2,Thanisandra
547,other,1750.0,3.0,85.0,3,Vadarpalya
548,Kudlu,1152.0,2.0,53.5,2,Kudlu
549,Hulimavu,1300.0,2.0,36.0,2,Hulimavu
550,5th Phase JP Nagar,1070.0,2.0,39.0,2,5th Phase JP Nagar
551,Uttarahalli,1101.0,2.0,45.0,2,Uttarahalli
552,other,775.0,2.0,55.0,2,V.V Puram
553,Yeshwanthpur,667.0,1.0,36.85,1,Yeshwanthpur
554,Electronic City,1070.0,2.0,55.0,2,Electronic City
555,Old Airport Road,1875.0,2.0,110.0,3,Old Airport Road
556,Kundalahalli,735.0,2.0,57.99,2,Kundalahalli
557,Koramangala,1750.0,3.0,130.0,3,Koramangala
558,Marathahalli,1215.0,2.0,67.0,2,Marathahalli
559,Vishwapriya Layout,820.0,2.0,30.0,2,Vishwapriya Layout
560,Banashankari Stage VI,1177.5,2.0,59.935,2,Banashankari Stage VI
561,Battarahalli,1779.0,3.0,89.61,3,Battarahalli
562,other,1105.0,2.0,58.0,2,HMT Layout
563,Whitefield,1650.0,3.0,60.0,3,Whitefield
564,Kammasandra,674.0,2.0,33.0,2,Kammasandra
565,Kaggadasapura,1185.0,2.0,41.0,2,Kaggadasapura
566,other,445.0,1.0,28.0,1,Thanisandra
567,HSR Layout,1475.0,3.0,75.0,3,HSR Layout
568,Gottigere,1618.0,3.0,82.5,3,Gottigere
569,Koramangala,1120.0,2.0,65.0,2,Koramangala
570,Vidyaranyapura,1200.0,4.0,90.0,4,Vidyaranyapura
571,Bannerghatta Road,1556.0,2.0,59.13,3,Bannerghatta Road
572,Bannerghatta Road,1179.0,2.0,66.02,2,Bannerghatta Road
573,Thanisandra,1296.0,2.0,83.0,2,Thanisandra
574,Kaggadasapura,1275.0,2.0,52.0,2,Kaggadasapura
575,Kathriguppe,1400.0,2.0,77.0,3,Kathriguppe
576,Gottigere,1222.0,2.0,63.0,2,Gottigere
577,Electronic City,940.0,2.0,41.0,2,Electronic City
578,Thanisandra,1185.0,2.0,42.6,2,Thanisandra
579,Tumkur Road,1779.0,3.0,112.0,3,Tumkur Road
580,Begur Road,1615.0,3.0,59.76,3,Begur Road
581,Haralur Road,1056.0,2.0,61.0,2,Haralur Road
582,7th Phase JP Nagar,1100.0,2.0,46.0,2,7th Phase JP Nagar
583,Arekere,920.0,2.0,40.0,2,Arekere
584,other,1602.0,2.0,75.0,3,ITI Layout
585,Padmanabhanagar,1176.0,2.0,62.0,2,Padmanabhanagar
586,Kasavanhalli,1717.0,3.0,99.0,3,Kasavanhalli
587,Vittasandra,1246.0,2.0,67.3,2,Vittasandra
588,Anandapura,1141.0,2.0,42.79,2,Anandapura
589,Hennur Road,1157.0,2.0,84.0,2,Hennur Road
590,Chandapura,1025.0,2.0,27.68,2,Chandapura
591,Yelahanka New Town,650.0,1.0,33.0,1,Yelahanka New Town
592,Hebbal,1349.0,2.0,98.0,2,Hebbal
593,Narayanapura,1566.0,3.0,83.3,3,Narayanapura
594,Electronic City,1320.0,2.0,38.13,3,Electronic City
595,other,1780.0,3.0,84.83,3,manyata park
596,Varthur,1091.0,2.0,34.9,2,Varthur
597,7th Phase JP Nagar,918.0,2.0,50.49,2,7th Phase JP Nagar
598,Panathur,1695.0,3.0,90.0,3,Panathur
599,Yelahanka,1705.0,3.0,95.0,3,Yelahanka
600,Kalyan nagar,1375.0,3.0,75.0,3,Kalyan nagar
601,Kanakpura Road,525.0,1.0,30.0,1,Kanakpura Road
602,Whitefield,1447.0,2.0,83.0,2,Whitefield
603,Thanisandra,1114.0,2.0,39.0,2,Thanisandra
604,7th Phase JP Nagar,1450.0,2.0,100.0,3,7th Phase JP Nagar
605,Vasanthapura,1022.0,2.0,40.0,2,Vasanthapura
606,Hebbal,1000.0,2.0,45.0,2,Hebbal
607,Electronic City,1128.0,2.0,68.75,2,Electronic City
608,Kanakpura Road,1180.0,2.0,57.0,2,Kanakpura Road
609,Kanakpura Road,1339.0,2.0,75.0,2,Kanakpura Road
610,Yelachenahalli,1400.0,2.0,55.0,3,Yelachenahalli
611,7th Phase JP Nagar,1040.0,2.0,39.52,2,7th Phase JP Nagar
612,Kadugodi,1198.0,2.0,58.0,2,Kadugodi
613,other,1200.0,3.0,95.0,4,Shirdi Sai Layout
614,Sarjapur  Road,1691.0,3.0,113.0,3,Sarjapur  Road
615,Bisuvanahalli,1075.0,3.0,36.0,3,Bisuvanahalli
616,8th Phase JP Nagar,1240.0,3.0,43.5,3,8th Phase JP Nagar
617,Bannerghatta Road,1122.5,2.0,58.935,2,Bannerghatta Road
618,Mallasandra,1665.0,3.0,86.58,3,Mallasandra
619,Brookefield,1142.0,2.0,70.0,2,Brookefield
620,Kothannur,1853.0,3.0,82.0,3,Kothannur
621,Kasturi Nagar,1567.0,2.0,92.0,2,Kasturi Nagar
622,Talaghattapura,1090.0,2.0,27.24,2,Talaghattapura
623,Electronics City Phase 1,1175.0,2.0,51.47,2,Electronics City Phase 1
624,Subramanyapura,1200.0,2.0,52.0,2,Subramanyapura
625,Kodichikkanahalli,995.0,2.0,41.0,2,Kodichikkanahalli
626,Magadi Road,884.0,2.0,41.1,2,Magadi Road
627,Yeshwanthpur,1170.0,2.0,57.0,2,Yeshwanthpur
628,KR Puram,1225.0,2.0,46.55,2,KR Puram
629,Electronic City,1342.0,2.0,73.3,2,Electronic City
630,Uttarahalli,1345.0,2.0,67.0,2,Uttarahalli
631,Kodigehaali,1320.0,3.0,65.0,3,Kodigehaali
632,other,1276.0,2.0,45.0,2,Singapura Village
633,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2,Raja Rajeshwari Nagar
634,Battarahalli,1300.0,2.0,50.0,2,Battarahalli
635,Hosa Road,1652.0,3.0,85.0,3,Hosa Road
636,Arekere,1740.0,2.0,95.0,3,Arekere
637,Electronic City,1360.0,2.0,71.0,3,Electronic City
638,Hosur Road,1145.0,2.0,60.0,3,Hosur Road
639,Uttarahalli,1540.0,2.0,40.0,3,Uttarahalli
640,Sarjapur  Road,1278.0,2.0,95.0,2,Sarjapur  Road
641,Electronic City Phase II,630.0,1.0,40.0,1,Electronic City Phase II
642,Kanakpura Road,1100.0,3.0,58.0,3,Kanakpura Road
643,other,1200.0,3.0,95.0,3,Bendiganahalli
644,Chandapura,582.5,1.0,15.135,1,Chandapura
645,Chandapura,1015.0,2.0,25.88,2,Chandapura
646,Gunjur,1356.0,2.0,66.0,3,Gunjur
647,other,823.0,2.0,28.0,2,Hennagara
648,TC Palaya,1200.0,2.0,66.0,3,TC Palaya
649,Ramamurthy Nagar,1050.0,2.0,37.0,2,Ramamurthy Nagar
650,other,1180.0,2.0,69.0,2,Ferrar Nagar
651,Whitefield,1116.0,2.0,51.91,2,Whitefield
652,7th Phase JP Nagar,1070.0,2.0,42.79,2,7th Phase JP Nagar
653,Varthur,1385.0,2.0,80.0,2,Varthur
654,Varthur,1000.0,1.0,70.0,1,Varthur
655,Whitefield,1897.0,3.0,130.0,3,Whitefield
656,Magadi Road,1005.0,2.0,55.78,2,Magadi Road
657,Green Glen Layout,1575.0,3.0,125.0,3,Green Glen Layout
658,Subramanyapura,975.0,2.0,65.0,2,Subramanyapura
659,Hennur Road,1904.0,3.0,120.0,3,Hennur Road
660,Kengeri Satellite Town,930.0,1.0,30.0,1,Kengeri Satellite Town
661,Kanakpura Road,525.0,1.0,26.0,1,Kanakpura Road
662,other,686.0,1.0,17.0,1,BAGUR
663,Harlur,1174.0,2.0,69.0,2,Harlur
664,Jigani,918.0,2.0,52.0,2,Jigani
665,Mahadevpura,1250.0,2.0,52.0,2,Mahadevpura
666,Sarjapur  Road,1800.0,3.0,110.0,3,Sarjapur  Road
667,Marathahalli,1170.0,2.0,53.0,2,Marathahalli
668,Bannerghatta Road,793.0,2.0,45.0,2,Bannerghatta Road
669,Jakkur,1710.0,3.0,107.0,3,Jakkur
670,Kambipura,1082.0,2.0,57.5,3,Kambipura
671,other,1001.0,2.0,33.03,2,Naganathapura
672,Yelahanka,1590.0,2.0,54.0,3,Yelahanka
673,Horamavu Banaswadi,1554.0,3.0,55.0,3,Horamavu Banaswadi
674,Thanisandra,1142.5,2.0,43.415,2,Thanisandra
675,Konanakunte,884.0,1.0,58.0,2,Konanakunte
676,Marathahalli,1019.0,2.0,49.86,2,Marathahalli
677,Uttarahalli,1135.0,2.0,39.73,3,Uttarahalli
678,Kasavanhalli,1799.0,3.0,90.0,3,Kasavanhalli
679,Attibele,400.0,1.0,11.0,1,Attibele
680,Kundalahalli,1047.0,2.0,82.0,2,Kundalahalli
681,other,1282.0,2.0,87.0,2,Kaverappa Layout
682,NGR Layout,1020.0,2.0,45.9,2,NGR Layout
683,Whitefield,1495.0,2.0,79.5,2,Whitefield
684,other,1611.0,2.0,64.44,3,Divya Unnathi Layout
685,other,1500.0,2.0,95.0,3,Vasantha Vallabha Nagar
686,Sahakara Nagar,1500.0,2.0,95.0,3,Sahakara Nagar
687,Uttarahalli,1540.0,3.0,50.0,3,Uttarahalli
688,Hosa Road,1639.0,3.0,80.0,3,Hosa Road
689,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2,Raja Rajeshwari Nagar
690,Kammasandra,657.5,1.0,18.41,1,Kammasandra
691,Chandapura,1305.0,3.0,33.28,3,Chandapura
692,Brookefield,1440.0,2.0,68.0,3,Brookefield
693,Seegehalli,901.0,2.0,35.14,2,Seegehalli
694,Sarjapur,900.0,2.0,42.0,3,Sarjapur
695,BEML Layout,1060.0,2.0,55.0,2,BEML Layout
696,NGR Layout,1020.0,2.0,48.45,2,NGR Layout
697,Varthur,1535.0,3.0,65.99,3,Varthur
698,other,530.0,1.0,20.0,1,Alur
699,Haralur Road,1464.0,3.0,56.0,3,Haralur Road
700,other,1350.0,2.0,80.0,2,Devarabisanahalli
701,Sarjapur  Road,1115.0,2.0,50.0,2,Sarjapur  Road
702,Uttarahalli,1175.0,2.0,47.0,2,Uttarahalli
703,Whitefield,1113.0,2.0,62.0,2,Whitefield
704,Giri Nagar,650.0,2.0,42.0,2,Giri Nagar
705,Marathahalli,1325.0,2.0,71.55,2,Marathahalli
706,Electronics City Phase 1,950.0,2.0,31.0,2,Electronics City Phase 1
707,Jakkur,1396.0,2.0,86.51,3,Jakkur
708,Rachenahalli,1050.0,2.0,52.07,2,Rachenahalli
709,Thanisandra,1825.0,3.0,100.0,3,Thanisandra
710,7th Phase JP Nagar,1190.0,2.0,49.98,2,7th Phase JP Nagar
711,Marathahalli,1220.0,2.0,56.5,2,Marathahalli
712,NRI Layout,1565.0,2.0,75.0,3,NRI Layout
713,Hennur Road,1891.0,3.0,109.0,3,Hennur Road
714,other,900.0,2.0,27.0,2,Sidedahalli
715,Hosa Road,1161.0,2.0,55.15,2,Hosa Road
716,Sarjapur,649.5,1.0,17.535,1,Sarjapur
717,Yeshwanthpur,665.0,1.0,36.85,1,Yeshwanthpur
718,Mysore Road,1175.0,2.0,73.5,2,Mysore Road
719,Hoodi,1425.0,2.0,80.0,2,Hoodi
720,Chikkabanavar,1200.0,1.0,20.0,1,Chikkabanavar
721,ITPL,1200.0,3.0,56.12,3,ITPL
722,Somasundara Palya,1255.0,2.0,67.0,2,Somasundara Palya
723,Raja Rajeshwari Nagar,600.0,1.0,22.0,1,Raja Rajeshwari Nagar
724,Haralur Road,1810.0,3.0,100.0,3,Haralur Road
725,Indira Nagar,1200.0,2.0,93.0,2,Indira Nagar
726,Harlur,1033.0,2.0,49.0,2,Harlur
727,ITPL,1548.0,3.0,89.5,3,ITPL
728,Horamavu Banaswadi,1611.0,3.0,66.0,3,Horamavu Banaswadi
729,Electronic City Phase II,1400.0,2.0,40.43,3,Electronic City Phase II
730,Vidyaranyapura,1485.0,2.0,67.0,3,Vidyaranyapura
731,Pattandur Agrahara,1025.0,2.0,44.5,2,Pattandur Agrahara
732,other,1225.0,2.0,53.0,2,Hallehalli
733,5th Phase JP Nagar,1256.0,2.0,62.8,2,5th Phase JP Nagar
734,Kanakpura Road,1100.0,3.0,53.0,3,Kanakpura Road
735,other,1141.0,2.0,62.0,2,Vadarpalya
736,Attibele,400.0,1.0,12.0,1,Attibele
737,Chandapura,1400.0,2.0,60.0,2,Chandapura
738,other,1175.0,2.0,48.27,2,Raghavendra Nagar
739,Sahakara Nagar,1100.0,2.0,56.0,2,Sahakara Nagar
740,Kanakpura Road,1843.0,3.0,95.84,3,Kanakpura Road
741,Horamavu Banaswadi,1460.0,2.0,80.5,2,Horamavu Banaswadi
742,Rachenahalli,1530.0,2.0,74.5,3,Rachenahalli
743,HSR Layout,1467.0,2.0,55.0,2,HSR Layout
744,other,950.0,1.0,40.0,1,KR Layout
745,Vittasandra,1246.0,2.0,64.5,2,Vittasandra
746,Kanakapura,711.0,1.0,38.0,1,Kanakapura
747,Haralur Road,1194.0,2.0,46.0,2,Haralur Road
748,Babusapalaya,1358.0,2.0,43.4,3,Babusapalaya
749,Hoodi,1420.0,2.0,75.0,2,Hoodi
750,Kathriguppe,1250.0,2.0,68.75,3,Kathriguppe
751,Akshaya Nagar,1280.0,2.0,58.0,2,Akshaya Nagar
752,other,1209.0,2.0,50.0,2,Nagappa Reddy Layout
753,Panathur,1315.0,2.0,54.8,3,Panathur
754,other,1800.0,3.0,90.0,3,Kariyammana Agrahara
755,other,1600.0,4.0,125.0,5,Hessarghatta
756,TC Palaya,1600.0,2.0,65.0,3,TC Palaya
757,other,1563.0,3.0,52.0,3,Suraksha Nagar
758,Whitefield,1560.0,2.0,72.0,3,Whitefield
759,Rachenahalli,1050.0,2.0,55.5,2,Rachenahalli
760,TC Palaya,1200.0,3.0,66.0,3,TC Palaya
761,HSR Layout,1140.0,2.0,46.0,2,HSR Layout
762,Horamavu Agara,1560.0,3.0,75.0,3,Horamavu Agara
763,JP Nagar,1100.0,2.0,70.0,2,JP Nagar
764,Kasavanhalli,1260.0,2.0,40.32,3,Kasavanhalli
765,Hebbal,1036.0,2.0,50.0,2,Hebbal
766,Akshaya Nagar,1662.0,3.0,85.1,3,Akshaya Nagar
767,Yelachenahalli,1464.0,2.0,105.0,3,Yelachenahalli
768,Yelahanka,1234.0,2.0,80.0,2,Yelahanka
769,Sarjapur  Road,1403.0,3.0,55.0,3,Sarjapur  Road
770,Seegehalli,1150.0,2.0,42.9,3,Seegehalli
771,Kanakapura,929.0,2.0,46.0,2,Kanakapura
772,TC Palaya,1350.0,2.0,75.0,3,TC Palaya
773,Vasanthapura,1135.0,2.0,39.73,2,Vasanthapura
774,other,1405.0,2.0,70.0,2,Basava Nagar
775,Whitefield,1200.0,2.0,45.84,2,Whitefield
776,Yeshwanthpur,1161.0,2.0,64.08,2,Yeshwanthpur
777,Kanakpura Road,1290.0,2.0,74.0,2,Kanakpura Road
778,other,1480.0,3.0,90.0,3,2nd Block Hrbr Layout
779,Old Madras Road,1350.0,3.0,54.54,3,Old Madras Road
780,Kadugodi,1580.0,2.0,65.0,3,Kadugodi
781,Banashankari,1470.0,2.0,88.64,3,Banashankari
782,Ananth Nagar,500.0,1.0,14.0,1,Ananth Nagar
783,Sarjapur  Road,1346.0,2.0,61.92,2,Sarjapur  Road
784,other,1600.0,3.0,90.0,3,Canara Bank Layout
785,other,1276.0,2.0,29.5,2,Narasapura
786,other,1200.0,2.0,35.0,2,Basapura
787,Channasandra,1340.0,2.0,48.33,3,Channasandra
788,Jigani,918.0,2.0,48.0,2,Jigani
789,other,1500.0,3.0,115.0,3,Singena Agrahara
790,Yelahanka,1315.0,2.0,85.0,2,Yelahanka
791,Uttarahalli,1390.0,2.0,62.55,3,Uttarahalli
792,Uttarahalli,1330.0,2.0,56.0,3,Uttarahalli
793,other,1824.0,3.0,125.0,3,Mango Garden Layout
794,7th Phase JP Nagar,1420.0,2.0,96.0,3,7th Phase JP Nagar
795,other,750.0,1.0,56.25,1,Kacharakanahalli
796,Jalahalli East,1260.0,2.0,60.0,3,Jalahalli East
797,Hennur Road,1561.0,3.0,95.0,3,Hennur Road
798,other,1060.0,2.0,42.0,2,"Bidere Agarahara, Behind Safal market"
799,Haralur Road,1225.0,2.0,67.38,2,Haralur Road
800,Electronic City,880.0,2.0,29.0,2,Electronic City
801,Hoodi,1639.0,3.0,110.0,3,Hoodi
802,Thanisandra,1240.0,2.0,62.0,3,Thanisandra
803,Kanakpura Road,1500.0,2.0,69.0,2,Kanakpura Road
804,Haralur Road,1243.0,2.0,46.0,2,Haralur Road
805,Marathahalli,1575.0,3.0,78.0,3,Marathahalli
806,Haralur Road,1027.0,2.0,44.0,2,Haralur Road
807,Kambipura,1082.0,2.0,56.0,3,Kambipura
808,Konanakunte,1637.0,3.0,73.0,3,Konanakunte
809,Kanakpura Road,1665.0,3.0,86.58,3,Kanakpura Road
810,Electronic City,1265.0,2.0,56.93,2,Electronic City
811,Electronic City,1691.0,2.0,102.0,3,Electronic City
812,Thanisandra,1100.0,2.0,38.0,2,Thanisandra
813,other,1500.0,3.0,62.0,3,Gopalkrishna Nagar
814,Choodasandra,1115.0,2.0,50.0,2,Choodasandra
815,Mysore Road,1070.0,2.0,45.0,2,Mysore Road
816,Budigere,1162.0,2.0,57.0,2,Budigere
817,other,1339.0,2.0,55.0,2,Sai Gardens
818,Mahadevpura,1192.0,2.0,75.0,2,Mahadevpura
819,Haralur Road,1920.0,3.0,115.0,3,Haralur Road
820,Hennur,1255.0,2.0,52.32,2,Hennur
821,Rajaji Nagar,1357.0,2.0,115.0,2,Rajaji Nagar
822,other,1600.0,3.0,75.0,3,Dodda Kempaiah Layout
823,other,1225.0,2.0,55.11,2,Hanumanth Nagar
824,Kasturi Nagar,1570.0,3.0,80.0,3,Kasturi Nagar
825,Thanisandra,1093.0,2.0,70.0,2,Thanisandra
826,Basaveshwara Nagar,1865.0,3.0,145.0,3,Basaveshwara Nagar
827,Kaikondrahalli,1039.0,2.0,80.0,2,Kaikondrahalli
828,Vittasandra,1246.0,2.0,64.5,2,Vittasandra
829,Hosakerehalli,1590.0,3.0,49.0,3,Hosakerehalli
830,Electronic City Phase II,775.0,2.0,38.0,2,Electronic City Phase II
831,other,1000.0,2.0,50.0,2,RWF West Colony
832,Bommasandra,1035.0,2.0,41.0,2,Bommasandra
833,Dasarahalli,1520.0,2.0,75.0,3,Dasarahalli
834,Whitefield,1360.0,2.0,95.0,2,Whitefield
835,Kodigehaali,1117.0,2.0,56.0,2,Kodigehaali
836,EPIP Zone,1330.0,2.0,92.5,2,EPIP Zone
837,Marathahalli,1937.0,3.0,160.0,3,Marathahalli
838,Electronic City,1128.0,2.0,65.49,2,Electronic City
839,Neeladri Nagar,1053.0,2.0,45.0,2,Neeladri Nagar
840,Panathur,1198.0,2.0,77.0,2,Panathur
841,Marathahalli,1152.0,2.0,56.0,2,Marathahalli
842,Frazer Town,1625.0,2.0,75.0,2,Frazer Town
843,Kundalahalli,1397.0,3.0,105.0,3,Kundalahalli
844,Kambipura,883.0,2.0,45.0,2,Kambipura
845,Kaggalipura,700.0,1.0,38.0,1,Kaggalipura
846,Yelahanka,1170.0,2.0,62.5,2,Yelahanka
847,Kanakpura Road,1200.0,2.0,42.0,3,Kanakpura Road
848,other,1480.0,2.0,65.0,2,Kullappa Colony
849,Akshaya Nagar,1897.0,3.0,120.0,3,Akshaya Nagar
850,Rachenahalli,996.0,2.0,67.0,2,Rachenahalli
851,Haralur Road,1875.0,3.0,110.0,3,Haralur Road
852,other,1500.0,2.0,98.0,3,Williams Town
853,Yelahanka,1450.0,3.0,65.255,3,Yelahanka
854,Yelahanka,697.0,1.0,45.0,1,Yelahanka
855,Sarjapur  Road,710.0,1.0,27.0,1,Sarjapur  Road
856,other,910.0,2.0,30.5,2,Iggalur
857,Sompura,1025.0,2.0,48.0,3,Sompura
858,Magadi Road,1000.0,2.0,46.5,2,Magadi Road
859,Horamavu Agara,1453.0,2.0,46.48,3,Horamavu Agara
860,Thanisandra,971.5,2.0,36.435,2,Thanisandra
861,Bellandur,1281.0,2.0,74.0,2,Bellandur
862,Cooke Town,565.0,1.0,35.0,1,Cooke Town
863,Varthur,1024.0,2.0,42.0,2,Varthur
864,Electronic City,1620.0,3.0,62.0,3,Electronic City
865,Whitefield,1254.0,2.0,40.0,2,Whitefield
866,Banashankari,1300.0,2.0,75.0,3,Banashankari
867,Doddakallasandra,1233.0,2.0,43.0,2,Doddakallasandra
868,other,1200.0,1.0,28.0,1,Chokkanahalli
869,Hosur Road,1510.0,2.0,105.0,3,Hosur Road
870,Kaggalipura,950.0,2.0,65.0,2,Kaggalipura
871,Battarahalli,1945.0,3.0,97.42,3,Battarahalli
872,Uttarahalli,1008.0,2.0,45.0,2,Uttarahalli
873,Thanisandra,1265.0,2.0,79.0,3,Thanisandra
874,Hebbal,1255.0,2.0,77.68,3,Hebbal
875,Yelenahalli,1200.0,2.0,46.17,2,Yelenahalli
876,Sarjapur  Road,1403.0,3.0,51.63,3,Sarjapur  Road
877,Kudlu Gate,1535.0,3.0,85.0,3,Kudlu Gate
